epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.0864,2.64846,6.13977,1.56886,0,0,0,0,3.79906,7.52022,1.72762,8.75e-05,8.75e-05,8.75e-05
